CaseID,Prefix length,Ground truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE 
751,4,§,§,71.0,1.0,1.0,1.0,2704,23209.315579863844,,20505.315579863844,20505.315579863844
754,4,§,§,84.0,1.0,1.0,1.0,1637315,98903.59105678224,,1538411.4089432177,1538411.4089432177
768,4,§,©,75.0,0.0,0.0,0.0,247829,307484.8257387992,,59655.825738799176,59655.825738799176
779,4,§,§,82.0,1.0,1.0,1.0,19,83111.55170172502,,83092.55170172502,83092.55170172502
781,4,§,§,85.0,1.0,1.0,1.0,17787,164571.137490419,,146784.137490419,146784.137490419
786,4,§,§,74.0,1.0,1.0,1.0,598428,96206.88483548955,,502221.11516451044,502221.11516451044
798,4,ª,§,81.0,0.0,0.0,0.0,26,30769.416099273,,30743.416099273,30743.416099273
804,4,©,©,77.0,1.0,1.0,1.0,40,31472.99663963966,,31432.99663963966,31432.99663963966
817,4,ª,§,75.0,0.0,0.0,0.0,1397,73583.75542282841,,72186.75542282841,72186.75542282841
828,4,§,§,80.0,1.0,1.0,1.0,509165,90342.93320514112,,418822.0667948589,418822.0667948589
836,4,¦,§,54.0,0.0,0.0,0.0,78241,102259.50470334658,,24018.50470334658,24018.50470334658
861,4,§,§,84.0,1.0,1.0,1.0,105,93927.46629249249,,93822.46629249249,93822.46629249249
864,4,§,§,88.0,1.0,1.0,1.0,5,97636.83117611655,,97631.83117611655,97631.83117611655
874,4,§,§,72.0,1.0,1.0,1.0,616686,49699.24973642544,,566986.7502635745,566986.7502635745
883,4,ª,§,85.0,0.0,0.0,0.0,66,85406.01794463531,,85340.01794463531,85340.01794463531
887,4,§,©,53.0,0.0,0.0,0.0,58317,191615.76387081854,,133298.76387081854,133298.76387081854
890,4,©,©,49.0,1.0,1.0,1.0,452394,287594.02926552104,,164799.97073447896,164799.97073447896
895,4,©,,96.0,0.0,0.0,0.0,2138,5307.655795633133,,3169.6557956331326,3169.6557956331326
899,4,©,,87.0,0.0,0.0,0.0,19,74788.31311538159,,74769.31311538159,74769.31311538159
900,4,§,§,86.0,1.0,1.0,1.0,11,77711.36339426642,,77700.36339426642,77700.36339426642
907,4,§,§,81.0,1.0,1.0,1.0,12,88638.05520444526,,88626.05520444526,88626.05520444526
919,4,§,§,87.0,1.0,1.0,1.0,13,100837.49077595705,,100824.49077595705,100824.49077595705
922,4,©,§,50.0,0.0,0.0,0.0,875404,190333.79286492727,,685070.2071350727,685070.2071350727
924,4,§,§,79.0,1.0,1.0,1.0,1528,74813.95831824125,,73285.95831824125,73285.95831824125
929,4,©,©,72.0,1.0,1.0,1.0,4281,331166.93860425137,,326885.93860425137,326885.93860425137
936,4,§,§,74.0,1.0,1.0,1.0,9,60619.50824632809,,60610.50824632809,60610.50824632809
944,4,ª,§,74.0,0.0,0.0,0.0,2762,89040.94888407704,,86278.94888407704,86278.94888407704
947,4,ª,§,64.0,0.0,0.0,0.0,1549259,31884.75299967146,,1517374.2470003285,1517374.2470003285
948,4,©,©,82.0,1.0,1.0,1.0,78321,297623.0384061893,,219302.0384061893,219302.0384061893
958,4,§,§,86.0,1.0,1.0,1.0,10504,99991.22422394446,,89487.22422394446,89487.22422394446
965,4,§,§,82.0,1.0,1.0,1.0,3177,95238.62757340341,,92061.62757340341,92061.62757340341
966,4,§,§,86.0,1.0,1.0,1.0,11,91709.83508873817,,91698.83508873817,91698.83508873817
973,4,©,,94.0,0.0,0.0,0.0,1454140,10499.342475393598,,1443640.6575246064,1443640.6575246064
977,4,§,§,86.0,1.0,1.0,1.0,158968,83011.12056170261,,75956.87943829739,75956.87943829739
987,4,§,§,75.0,1.0,1.0,1.0,63703,46887.07724637497,,16815.922753625033,16815.922753625033
991,4,§,§,87.0,1.0,1.0,1.0,6,91714.07157568116,,91708.07157568116,91708.07157568116
993,4,§,§,85.0,1.0,1.0,1.0,12,97123.54998358745,,97111.54998358745,97111.54998358745
995,4,§,§,86.0,1.0,1.0,1.0,622,98140.030283992,,97518.030283992,97518.030283992
1014,4,§,§,85.0,1.0,1.0,1.0,134,95469.32125853938,,95335.32125853938,95335.32125853938
1017,4,§,,92.0,0.0,0.0,0.0,20,80937.80647992317,,80917.80647992317,80917.80647992317
1025,4,§,§,88.0,1.0,1.0,1.0,9,89659.29998126345,,89650.29998126345,89650.29998126345
1030,4,§,§,75.0,1.0,1.0,1.0,1571038,655674.6728659478,,915363.3271340522,915363.3271340522
1031,4,§,§,87.0,1.0,1.0,1.0,25,113586.18625106868,,113561.18625106868,113561.18625106868
1035,4,©,©,80.0,1.0,1.0,1.0,115064,228249.7978728672,,113185.7978728672,113185.7978728672
1036,4,§,§,74.0,1.0,1.0,1.0,162456,68511.62457312732,,93944.37542687268,93944.37542687268
1044,4,ª,§,77.0,0.0,0.0,0.0,1421,57553.731099469245,,56132.731099469245,56132.731099469245
1047,4,§,©,84.0,0.0,0.0,0.0,12420,352662.571644717,,340242.571644717,340242.571644717
1048,4,§,§,84.0,1.0,1.0,1.0,12,87940.97082024415,,87928.97082024415,87928.97082024415
1050,4,§,§,83.0,1.0,1.0,1.0,12,92722.39318164655,,92710.39318164655,92710.39318164655
1053,4,§,©,79.0,0.0,0.0,0.0,1291975,295216.00983660977,,996758.9901633903,996758.9901633903
1061,4,§,§,46.0,1.0,1.0,1.0,677531,348995.38306285476,,328535.61693714524,328535.61693714524
1080,4,©,©,84.0,1.0,1.0,1.0,1832534,254735.4594003494,,1577798.5405996507,1577798.5405996507
1085,4,ª,§,79.0,0.0,0.0,0.0,33,70016.09285618177,,69983.09285618177,69983.09285618177
1089,4,§,§,85.0,1.0,1.0,1.0,11,83246.75471974243,,83235.75471974243,83235.75471974243
1097,4,©,,91.0,0.0,0.0,0.0,231330,81589.86090498541,,149740.1390950146,149740.1390950146
1100,4,§,§,84.0,1.0,1.0,1.0,23,97866.50659584485,,97843.50659584485,97843.50659584485
1105,4,§,§,66.0,1.0,1.0,1.0,1749,38472.842189002346,,36723.842189002346,36723.842189002346
1112,4,§,§,53.0,1.0,1.0,1.0,1294299,206543.9998807312,,1087755.000119269,1087755.000119269
1114,4,©,§,82.0,0.0,0.0,0.0,510652,84310.7415013267,,426341.2584986733,426341.2584986733
1140,4,§,§,87.0,1.0,1.0,1.0,9,106979.6677149769,,106970.6677149769,106970.6677149769
1141,4,ª,§,89.0,0.0,0.0,0.0,38,82840.00168850383,,82802.00168850383,82802.00168850383
1154,4,§,,95.0,0.0,0.0,0.0,1,5603.864174250987,,5602.864174250987,5602.864174250987
1155,4,§,§,86.0,1.0,1.0,1.0,9,100622.7122020075,,100613.7122020075,100613.7122020075
1158,4,©,©,85.0,1.0,1.0,1.0,2432010,305170.9747396097,,2126839.0252603902,2126839.0252603902
1167,4,§,§,86.0,1.0,1.0,1.0,16,97549.31063576907,,97533.31063576907,97533.31063576907
1168,4,§,,95.0,0.0,0.0,0.0,1,65117.7962540999,,65116.7962540999,65116.7962540999
1173,4,£,§,86.0,0.0,0.0,0.0,3621,97796.07028622593,,94175.07028622593,94175.07028622593
1175,4,§,§,76.0,1.0,1.0,1.0,1400,44794.62983187375,,43394.62983187375,43394.62983187375
1180,4,§,§,87.0,1.0,1.0,1.0,44,50747.183123866685,,50703.183123866685,50703.183123866685
1183,4,§,§,75.0,1.0,1.0,1.0,9,76792.04572763745,,76783.04572763745,76783.04572763745
1189,4,§,§,86.0,1.0,1.0,1.0,10,94586.98799721095,,94576.98799721095,94576.98799721095
1191,4,§,§,85.0,1.0,1.0,1.0,58378,104180.7955311154,,45802.79553111539,45802.79553111539
1197,4,§,©,83.0,0.0,0.0,0.0,102242,279640.37073744764,,177398.37073744764,177398.37073744764
1204,4,§,§,86.0,1.0,1.0,1.0,30,60754.74269229017,,60724.74269229017,60724.74269229017
1218,4,§,§,87.0,1.0,1.0,1.0,180,65861.4442811403,,65681.4442811403,65681.4442811403
1223,4,§,§,75.0,1.0,1.0,1.0,1027515,46427.870975463884,,981087.1290245361,981087.1290245361
1227,4,ª,§,86.0,0.0,0.0,0.0,639,107030.59355653789,,106391.59355653789,106391.59355653789
1245,4,§,§,84.0,1.0,1.0,1.0,8,87562.42751215117,,87554.42751215117,87554.42751215117
1247,4,§,§,80.0,1.0,1.0,1.0,42,77379.1197342774,,77337.1197342774,77337.1197342774
1248,4,§,§,58.0,1.0,1.0,1.0,98269,175384.3115644103,,77115.31156441031,77115.31156441031
1264,4,§,§,84.0,1.0,1.0,1.0,150,85864.41337457362,,85714.41337457362,85714.41337457362
1270,4,§,§,74.0,1.0,1.0,1.0,17,69303.21907257296,,69286.21907257296,69286.21907257296
1282,4,ª,§,66.0,0.0,0.0,0.0,15,31075.392283097688,,31060.392283097688,31060.392283097688
1288,4,©,©,80.0,1.0,1.0,1.0,427182,315225.4279442916,,111956.57205570838,111956.57205570838
1302,4,§,§,82.0,1.0,1.0,1.0,16,90516.06346679949,,90500.06346679949,90500.06346679949
1307,4,§,§,90.0,1.0,1.0,1.0,17,101584.16845686469,,101567.16845686469,101567.16845686469
1310,4,§,§,86.0,1.0,1.0,1.0,15,85818.35257884924,,85803.35257884924,85803.35257884924
1322,4,§,§,85.0,1.0,1.0,1.0,7,85177.59964269424,,85170.59964269424,85170.59964269424
1324,4,§,§,81.0,1.0,1.0,1.0,81996,74985.15261850726,,7010.847381492742,7010.847381492742
1328,4,§,§,77.0,1.0,1.0,1.0,2359,84450.1307215756,,82091.1307215756,82091.1307215756
1333,4,§,§,83.0,1.0,1.0,1.0,8,90327.81007816065,,90319.81007816065,90319.81007816065
1334,4,§,©,79.0,0.0,0.0,0.0,75189,295341.92275417945,,220152.92275417945,220152.92275417945
1339,4,©,©,55.0,1.0,1.0,1.0,89534,331380.37206216855,,241846.37206216855,241846.37206216855
1345,4,£,§,86.0,0.0,0.0,0.0,247,91505.46545006694,,91258.46545006694,91258.46545006694
1353,4,©,§,47.0,0.0,0.0,0.0,88811,157548.4626820401,,68737.46268204009,68737.46268204009
1369,4,ª,§,72.0,0.0,0.0,0.0,379,43785.78337923219,,43406.78337923219,43406.78337923219
1376,4,§,§,82.0,1.0,1.0,1.0,279,126114.38326629884,,125835.38326629884,125835.38326629884
1377,4,§,§,85.0,1.0,1.0,1.0,531458,87242.8555994575,,444215.1444005425,444215.1444005425
1381,4,©,©,51.0,1.0,1.0,1.0,1116888,331826.7745884166,,785061.2254115834,785061.2254115834
1390,4,§,§,84.0,1.0,1.0,1.0,9,90844.17120926849,,90835.17120926849,90835.17120926849
1391,4,©,©,53.0,1.0,1.0,1.0,610416,433526.120176948,,176889.87982305198,176889.87982305198
1403,4,©,©,54.0,1.0,1.0,1.0,956867,306817.1956243531,,650049.8043756469,650049.8043756469
1411,4,ª,§,80.0,0.0,0.0,0.0,1204538,91679.91568540191,,1112858.084314598,1112858.084314598
1414,4,§,§,85.0,1.0,1.0,1.0,6,93508.192368093,,93502.192368093,93502.192368093
1426,4,§,§,75.0,1.0,1.0,1.0,43,52327.56246450347,,52284.56246450347,52284.56246450347
1428,4,©,©,88.0,1.0,1.0,1.0,22,280669.0199380326,,280647.0199380326,280647.0199380326
1436,4,ª,§,85.0,0.0,0.0,0.0,1560,90290.68738990353,,88730.68738990353,88730.68738990353
1442,4,§,§,67.0,1.0,1.0,1.0,180909,41131.530025614506,,139777.4699743855,139777.4699743855
1446,4,§,§,66.0,1.0,1.0,1.0,10004,33797.061720850455,,23793.061720850455,23793.061720850455
1456,4,§,§,68.0,1.0,1.0,1.0,3538034,95168.48040087556,,3442865.5195991243,3442865.5195991243
1472,4,ª,§,76.0,0.0,0.0,0.0,7,64225.714044331435,,64218.714044331435,64218.714044331435
1475,4,§,§,82.0,1.0,1.0,1.0,335086,91039.95473345288,,244046.04526654712,244046.04526654712
1476,4,§,§,82.0,1.0,1.0,1.0,13,85019.21537268018,,85006.21537268018,85006.21537268018
1491,4,§,§,86.0,1.0,1.0,1.0,484,89123.59180741003,,88639.59180741003,88639.59180741003
1492,4,ª,§,71.0,0.0,0.0,0.0,421161,24835.04544467523,,396325.95455532474,396325.95455532474
1496,4,©,,94.0,0.0,0.0,0.0,3734,14310.8246082722,,10576.8246082722,10576.8246082722
1499,4,ª,§,75.0,0.0,0.0,0.0,2714,72617.47183566824,,69903.47183566824,69903.47183566824
1502,4,ª,§,80.0,0.0,0.0,0.0,664693,74960.97824345868,,589732.0217565413,589732.0217565413
1516,4,ª,§,72.0,0.0,0.0,0.0,778566,34950.23158105583,,743615.7684189442,743615.7684189442
1518,4,©,©,71.0,1.0,1.0,1.0,1037304,416547.03478011384,,620756.9652198862,620756.9652198862
1528,4,§,§,67.0,1.0,1.0,1.0,1919,44513.28058550105,,42594.28058550105,42594.28058550105
1533,4,©,,93.0,0.0,0.0,0.0,426162,32514.94614641366,,393647.0538535863,393647.0538535863
1539,4,§,§,73.0,1.0,1.0,1.0,9,60811.24385123757,,60802.24385123757,60802.24385123757
1540,4,©,©,83.0,1.0,1.0,1.0,511271,272726.95203595754,,238544.04796404246,238544.04796404246
1546,4,©,,92.0,0.0,0.0,0.0,505983,67053.87078704663,,438929.1292129534,438929.1292129534
1557,4,©,©,66.0,1.0,1.0,1.0,240475,216852.86858319427,,23622.13141680573,23622.13141680573
1567,4,§,§,84.0,1.0,1.0,1.0,9,92104.7837839546,,92095.7837839546,92095.7837839546
1575,4,§,§,82.0,1.0,1.0,1.0,45,90505.80538565562,,90460.80538565562,90460.80538565562
1594,4,£,§,73.0,0.0,0.0,0.0,3,34258.411377588774,,34255.411377588774,34255.411377588774
1595,4,ª,§,78.0,0.0,0.0,0.0,2425,73278.26322935181,,70853.26322935181,70853.26322935181
1606,4,©,,92.0,0.0,0.0,0.0,500251,41324.450464038455,,458926.54953596153,458926.54953596153
1620,4,ª,§,85.0,0.0,0.0,0.0,176868,96909.57596502174,,79958.42403497826,79958.42403497826
1622,4,ª,©,80.0,0.0,0.0,0.0,1,383653.89417579316,,383652.89417579316,383652.89417579316
1629,4,§,§,65.0,1.0,1.0,1.0,62,30720.87249591882,,30658.87249591882,30658.87249591882
1641,4,ª,§,78.0,0.0,0.0,0.0,333317,32767.516823842026,,300549.483176158,300549.483176158
1670,4,§,§,80.0,1.0,1.0,1.0,7,77100.793856183,,77093.793856183,77093.793856183
1672,4,§,§,74.0,1.0,1.0,1.0,11,66378.27054582941,,66367.27054582941,66367.27054582941
1684,4,©,©,83.0,1.0,1.0,1.0,106,334203.8586123042,,334097.8586123042,334097.8586123042
1685,4,§,§,58.0,1.0,1.0,1.0,234358,221985.6050814181,,12372.394918581907,12372.394918581907
1688,4,ª,§,77.0,0.0,0.0,0.0,280260,82690.04010766426,,197569.95989233576,197569.95989233576
1692,4,§,§,80.0,1.0,1.0,1.0,8,79735.6498823436,,79727.6498823436,79727.6498823436
1693,4,©,©,80.0,1.0,1.0,1.0,2567952,255223.9502301142,,2312728.049769886,2312728.049769886
1714,4,©,,93.0,0.0,0.0,0.0,99765,3159.640632141554,,96605.35936785844,96605.35936785844
1716,4,ª,§,48.0,0.0,0.0,0.0,0,203483.04378058642,,203483.04378058642,203483.04378058642
1720,4,§,§,87.0,1.0,1.0,1.0,8,96793.19200027928,,96785.19200027928,96785.19200027928
1724,4,©,©,63.0,1.0,1.0,1.0,419141,217592.53154684912,,201548.46845315088,201548.46845315088
1728,4,©,,93.0,0.0,0.0,0.0,446775,0.0,,446775.0,446775.0
1729,4,§,§,82.0,1.0,1.0,1.0,258207,105814.08067382808,,152392.91932617192,152392.91932617192
1734,4,§,§,84.0,1.0,1.0,1.0,6,97347.17866675914,,97341.17866675914,97341.17866675914
1744,4,§,§,78.0,1.0,1.0,1.0,107148,72989.01299768631,,34158.98700231369,34158.98700231369
1752,4,©,§,81.0,0.0,0.0,0.0,574,83426.28371093782,,82852.28371093782,82852.28371093782
1755,4,§,©,82.0,0.0,0.0,0.0,582431,228856.6086287668,,353574.3913712332,353574.3913712332
1757,4,£,§,74.0,0.0,0.0,0.0,13793,40511.24296703574,,26718.242967035738,26718.242967035738
1758,4,©,§,74.0,0.0,0.0,0.0,1899595,40322.012169317335,,1859272.9878306827,1859272.9878306827
1770,4,§,§,75.0,1.0,1.0,1.0,3030758,665313.8497807937,,2365444.150219206,2365444.150219206
1774,4,§,§,70.0,1.0,1.0,1.0,178,35844.5797456358,,35666.5797456358,35666.5797456358
1787,4,§,§,48.0,1.0,1.0,1.0,630323,212550.20695988342,,417772.79304011655,417772.79304011655
1796,4,§,§,79.0,1.0,1.0,1.0,1905027,78011.00999003237,,1827015.9900099677,1827015.9900099677
1803,4,§,©,69.0,0.0,0.0,0.0,1181723,360306.0740723232,,821416.9259276767,821416.9259276767
1806,4,§,§,76.0,1.0,1.0,1.0,4,80640.2089861504,,80636.2089861504,80636.2089861504
1816,4,©,©,82.0,1.0,1.0,1.0,12531,212218.6044299659,,199687.6044299659,199687.6044299659
1820,4,©,©,81.0,1.0,1.0,1.0,86287,190434.04800845947,,104147.04800845947,104147.04800845947
1821,4,§,§,80.0,1.0,1.0,1.0,842349,79452.81095139302,,762896.189048607,762896.189048607
1830,4,§,§,78.0,1.0,1.0,1.0,4628,48289.7944157304,,43661.7944157304,43661.7944157304
1832,4,§,§,79.0,1.0,1.0,1.0,15,85102.04686368126,,85087.04686368126,85087.04686368126
1839,4,§,©,50.0,0.0,0.0,0.0,519133,407230.13258120423,,111902.86741879577,111902.86741879577
1845,4,§,§,63.0,1.0,1.0,1.0,939,82727.66564303628,,81788.66564303628,81788.66564303628
1846,4,§,§,77.0,1.0,1.0,1.0,12,83042.59879109504,,83030.59879109504,83030.59879109504
1849,4,§,§,86.0,1.0,1.0,1.0,88178,91862.60004224327,,3684.60004224327,3684.60004224327
1865,4,§,§,82.0,1.0,1.0,1.0,19017,85237.12416991995,,66220.12416991995,66220.12416991995
1866,4,§,§,74.0,1.0,1.0,1.0,2171767,53592.62837895086,,2118174.371621049,2118174.371621049
1867,4,§,§,64.0,1.0,1.0,1.0,278920,93420.14383827489,,185499.85616172513,185499.85616172513
1897,4,§,§,81.0,1.0,1.0,1.0,13829,85087.35115674845,,71258.35115674845,71258.35115674845
1899,4,©,©,58.0,1.0,1.0,1.0,1289960,178085.6062656264,,1111874.3937343736,1111874.3937343736
1907,4,ª,§,81.0,0.0,0.0,0.0,8,82039.38108334584,,82031.38108334584,82031.38108334584
1919,4,§,§,81.0,1.0,1.0,1.0,12,80828.0223835637,,80816.0223835637,80816.0223835637
1935,4,ª,§,83.0,0.0,0.0,0.0,15,75601.84432021451,,75586.84432021451,75586.84432021451
1936,4,©,©,83.0,1.0,1.0,1.0,525455,264978.5557001842,,260476.4442998158,260476.4442998158
1943,4,©,©,75.0,1.0,1.0,1.0,1832719,274846.05034754815,,1557872.9496524518,1557872.9496524518
1948,4,©,©,80.0,1.0,1.0,1.0,666673,336978.8455582082,,329694.1544417918,329694.1544417918
1964,4,§,§,83.0,1.0,1.0,1.0,14390,68666.3632015584,,54276.3632015584,54276.3632015584
1989,4,§,§,65.0,1.0,1.0,1.0,29,33251.16460733148,,33222.16460733148,33222.16460733148
2001,4,§,§,87.0,1.0,1.0,1.0,61,110744.19492710494,,110683.19492710494,110683.19492710494
2003,4,ª,§,75.0,0.0,0.0,0.0,268692,77052.54567550882,,191639.45432449118,191639.45432449118
2010,4,ª,§,74.0,0.0,0.0,0.0,608,47673.95755411846,,47065.95755411846,47065.95755411846
2018,4,§,§,74.0,1.0,1.0,1.0,14055,63926.740006581655,,49871.740006581655,49871.740006581655
2019,4,§,§,78.0,1.0,1.0,1.0,6,71016.63290304417,,71010.63290304417,71010.63290304417
2048,4,§,§,89.0,1.0,1.0,1.0,12556,93701.31080256845,,81145.31080256845,81145.31080256845
2051,4,©,©,81.0,1.0,1.0,1.0,6605,230947.44693250032,,224342.44693250032,224342.44693250032
2053,4,©,©,82.0,1.0,1.0,1.0,510235,231832.13100409092,,278402.8689959091,278402.8689959091
2054,4,§,§,84.0,1.0,1.0,1.0,9709,91073.9346272419,,81364.9346272419,81364.9346272419
2067,4,§,§,86.0,1.0,1.0,1.0,26,82630.98071401984,,82604.98071401984,82604.98071401984
2071,4,ª,§,87.0,0.0,0.0,0.0,23645,107739.20571084796,,84094.20571084796,84094.20571084796
2082,4,§,§,74.0,1.0,1.0,1.0,9,65409.372153671786,,65400.372153671786,65400.372153671786
2087,4,ª,§,85.0,0.0,0.0,0.0,773840,97060.99580249451,,676779.0041975055,676779.0041975055
2098,4,ª,©,66.0,0.0,0.0,0.0,1,356867.1026535561,,356866.1026535561,356866.1026535561
2102,4,©,©,83.0,1.0,1.0,1.0,330964,318312.1046743633,,12651.895325636724,12651.895325636724
2119,4,§,§,89.0,1.0,1.0,1.0,10,84933.44222605696,,84923.44222605696,84923.44222605696
2132,4,§,§,88.0,1.0,1.0,1.0,85599,97190.7429293153,,11591.742929315296,11591.742929315296
2139,4,ª,§,89.0,0.0,0.0,0.0,14,125699.57211004406,,125685.57211004406,125685.57211004406
2145,4,ª,§,83.0,0.0,0.0,0.0,516744,94584.98917992924,,422159.01082007075,422159.01082007075
2147,4,§,§,83.0,1.0,1.0,1.0,57,89076.16075329756,,89019.16075329756,89019.16075329756
2149,4,§,§,78.0,1.0,1.0,1.0,3548,46991.75430172377,,43443.75430172377,43443.75430172377
2159,4,©,©,94.0,1.0,1.0,1.0,164519,39898.91032125572,,124620.08967874429,124620.08967874429
2162,4,§,§,71.0,1.0,1.0,1.0,30,46512.45614577817,,46482.45614577817,46482.45614577817
2173,4,§,§,87.0,1.0,1.0,1.0,6262,97347.9706509651,,91085.9706509651,91085.9706509651
2184,4,ª,§,82.0,0.0,0.0,0.0,3695,70764.44250374644,,67069.44250374644,67069.44250374644
2199,4,§,§,73.0,1.0,1.0,1.0,11,61553.42733605583,,61542.42733605583,61542.42733605583
2206,4,§,§,78.0,1.0,1.0,1.0,4,52783.37137459454,,52779.37137459454,52779.37137459454
2207,4,§,§,86.0,1.0,1.0,1.0,7,109005.23646319706,,108998.23646319706,108998.23646319706
2209,4,§,§,86.0,1.0,1.0,1.0,25,96071.32982449171,,96046.32982449171,96046.32982449171
2213,4,§,§,84.0,1.0,1.0,1.0,27,96198.5752869159,,96171.5752869159,96171.5752869159
2221,4,§,§,81.0,1.0,1.0,1.0,1571634,85446.04457498096,,1486187.9554250191,1486187.9554250191
2231,4,§,§,74.0,1.0,1.0,1.0,1611,35944.02719098969,,34333.02719098969,34333.02719098969
2249,4,©,,93.0,0.0,0.0,0.0,6122,0.0,,6122.0,6122.0
2265,4,§,§,70.0,1.0,1.0,1.0,847736,68258.65476080151,,779477.3452391985,779477.3452391985
2269,4,§,§,81.0,1.0,1.0,1.0,1122137,89395.88352012569,,1032741.1164798744,1032741.1164798744
2271,4,§,§,76.0,1.0,1.0,1.0,7,78491.61869127117,,78484.61869127117,78484.61869127117
2281,4,©,©,94.0,1.0,1.0,1.0,26,46168.23529607124,,46142.23529607124,46142.23529607124
2287,4,ª,§,75.0,0.0,0.0,0.0,93598,71758.33239751434,,21839.667602485657,21839.667602485657
2292,4,§,§,87.0,1.0,1.0,1.0,9,108634.85184954325,,108625.85184954325,108625.85184954325
2295,4,ª,§,81.0,0.0,0.0,0.0,147403,81297.97072596672,,66105.02927403328,66105.02927403328
2301,4,§,§,77.0,1.0,1.0,1.0,2404391,57799.221060961005,,2346591.778939039,2346591.778939039
2304,4,ª,§,84.0,0.0,0.0,0.0,595329,97783.62482013227,,497545.3751798677,497545.3751798677
2310,4,§,§,89.0,1.0,1.0,1.0,16,73302.68902795784,,73286.68902795784,73286.68902795784
2311,4,§,§,80.0,1.0,1.0,1.0,1270,87039.2528026365,,85769.2528026365,85769.2528026365
2318,4,ª,§,53.0,0.0,0.0,0.0,1,234414.829213259,,234413.829213259,234413.829213259
2319,4,§,§,86.0,1.0,1.0,1.0,9,83773.77620968604,,83764.77620968604,83764.77620968604
2331,4,©,©,78.0,1.0,1.0,1.0,56829,172384.42624636952,,115555.42624636952,115555.42624636952
2333,4,§,§,67.0,1.0,1.0,1.0,7,107230.57585413165,,107223.57585413165,107223.57585413165
2337,4,©,©,68.0,1.0,1.0,1.0,681566,342921.6687585279,,338644.3312414721,338644.3312414721
2338,4,ª,§,83.0,0.0,0.0,0.0,1140028,101594.74081745536,,1038433.2591825447,1038433.2591825447
2341,4,ª,©,83.0,0.0,0.0,0.0,613888,308640.06670055905,,305247.93329944095,305247.93329944095
2342,4,§,§,62.0,1.0,1.0,1.0,1109885,146307.25257267227,,963577.7474273278,963577.7474273278
2345,4,ª,§,75.0,0.0,0.0,0.0,316505,52086.73641000237,,264418.26358999766,264418.26358999766
2349,4,§,§,84.0,1.0,1.0,1.0,6486,69643.83513702499,,63157.83513702499,63157.83513702499
2350,4,§,§,78.0,1.0,1.0,1.0,1045781,62557.462170366736,,983223.5378296332,983223.5378296332
2361,4,§,§,74.0,1.0,1.0,1.0,85736,65718.29627870755,,20017.703721292448,20017.703721292448
2373,4,©,©,80.0,1.0,1.0,1.0,96782,179083.11665862155,,82301.11665862155,82301.11665862155
2379,4,§,§,77.0,1.0,1.0,1.0,10,84351.94982239234,,84341.94982239234,84341.94982239234
2380,4,§,§,88.0,1.0,1.0,1.0,149,96790.99204415162,,96641.99204415162,96641.99204415162
2384,4,§,§,76.0,1.0,1.0,1.0,172,53807.13667257615,,53635.13667257615,53635.13667257615
2407,4,©,,93.0,0.0,0.0,0.0,934320,61703.703196342205,,872616.2968036578,872616.2968036578
2411,4,§,§,82.0,1.0,1.0,1.0,19333,71387.55807734649,,52054.55807734649,52054.55807734649
2414,4,§,§,78.0,1.0,1.0,1.0,8,88836.10154064668,,88828.10154064668,88828.10154064668
2418,4,©,©,85.0,1.0,1.0,1.0,2585873,264934.6822894096,,2320938.3177105905,2320938.3177105905
2425,4,§,§,85.0,1.0,1.0,1.0,25890,116771.78557981807,,90881.78557981807,90881.78557981807
2429,4,§,,93.0,0.0,0.0,0.0,8,35401.72857713667,,35393.72857713667,35393.72857713667
2435,4,§,§,82.0,1.0,1.0,1.0,8,87764.18234582493,,87756.18234582493,87756.18234582493
2439,4,§,§,87.0,1.0,1.0,1.0,6,96161.86744752857,,96155.86744752857,96155.86744752857
2442,4,§,§,87.0,1.0,1.0,1.0,69,92281.78596839764,,92212.78596839764,92212.78596839764
2443,4,§,§,87.0,1.0,1.0,1.0,32,39031.95161046519,,38999.95161046519,38999.95161046519
2463,4,§,©,55.0,0.0,0.0,0.0,1722265,278679.88246328663,,1443585.1175367134,1443585.1175367134
2467,4,§,§,82.0,1.0,1.0,1.0,7,85350.56647904027,,85343.56647904027,85343.56647904027
2468,4,§,§,84.0,1.0,1.0,1.0,16,82798.70536919308,,82782.70536919308,82782.70536919308
2470,4,§,§,77.0,1.0,1.0,1.0,8,81762.3877501059,,81754.3877501059,81754.3877501059
2471,4,§,§,80.0,1.0,1.0,1.0,9,73323.95946091789,,73314.95946091789,73314.95946091789
2483,4,§,§,82.0,1.0,1.0,1.0,668332,68379.72777489036,,599952.2722251096,599952.2722251096
2486,4,ª,§,75.0,0.0,0.0,0.0,436992,46847.082043974,,390144.917956026,390144.917956026
2500,4,§,§,86.0,1.0,1.0,1.0,13,102867.4845787883,,102854.4845787883,102854.4845787883
2505,4,©,©,81.0,1.0,1.0,1.0,60542,347761.3711005466,,287219.3711005466,287219.3711005466
2506,4,§,©,79.0,0.0,0.0,0.0,2440882,285512.4936334131,,2155369.506366587,2155369.506366587
2519,4,§,§,80.0,1.0,1.0,1.0,53,75983.70641926581,,75930.70641926581,75930.70641926581
2520,4,§,§,87.0,1.0,1.0,1.0,17,93243.05365558673,,93226.05365558673,93226.05365558673
2526,4,§,©,73.0,0.0,0.0,0.0,849457,169733.26540250843,,679723.7345974916,679723.7345974916
